id	name	rating	delta
johnkram	汪乐平	3639.6060750199445	7.655972253794566
liouzhou_101	liouzhou_101	3418.2673589461524	239.47962832758714
wnjxyk	Zhi Zhou	2576.269922829947	81.45525444379206
caigogo	caigogo	2467.0002699955244	0
mingqin-chen	Mingqin Chen	2400.8056058207826	-7.101578547043294
daodao-2	daodao	2389.657727047291	42.93174022644853
darrenhp	Darren Hp	2350.092952559591	-108.80746528585217
marco12	Marco_L_T	2339.51185551604	0
scut_dell	字节bpm团队求2-2大佬	2310.2969289744956	14.147208299243907
zqy1018	zqy1018	2280.2231060357535	53.89968123798581
chensuim	陈岁	2255.7088304680874	0
luchy0120	luchy0120	2255.121842013403	45.07722526033654
jinmingli	jinmingli	2253.7362494157105	110.83102785802868
zhzho	最佳歌手	2239.779749862512	0
liuyubobobo	liuyubobobo	2214.2627376728688	65.6433396008702
lmssb	LMSSB	2211.591072737006	0
ryanwang	ryanwang	2201.975177890883	26.450579382856226
lu-you-guan-guang	旅游观光	2193.6061478875476	0
rockstar	rockstar	2183.849322615454	37.167784658284795
lghlmcl	lghlmcl	2176.6027114789504	0
jl0x61	jl0x61	2159.448370668484	0
hewitt_1570	林林坨小仙女	2146.8037726572697	-38.9625253835306
hhhyyyfff	hhhyyyfff	2143.359217059658	0
kayroger	Kayroger	2137.719206445332	0
chauncylee	chauncylee	2137.4701423687848	0
simonwux	simonwux	2133.6591919233733	-9.387044649634111
hangyesheng	hangyesheng	2120.416016527885	0
wentian	wentian	2110.1955980862513	0
blacksea3_nju	blacksea3	2101.105592669218	-36.28639539547857
wangbin2360	选牌	2085.8269888457294	-26.864771571990282
sirius	qih	2068.3955389697385	39.055958304001074
liudehua	汽车维修员	2056.465067661436	158.52014961230344
xaviercai	XavierCai	2056.3254138504426	-0.40675657670334964
dut200901102	HuJun	2051.7527714629377	0
ddmike	ddmike	2045.165679519244	17.53568775449508
levy0834	levy	2044.403975352368	93.76236192137111
zl-cheng	zl-cheng	2040.636589180952	0
trsteel	trsteel	2038.4568125920969	0
zerotrac2	zerotrac 🌸	2034.7124563973362	0
cleary	Looooveissofar	2024.4331424914435	-12.45166521770438
g00dm0rning	g00dm0rning	2007.132172272395	0
wqythu13	wqywqywqy	2002.1156475502974	0
thuczh	thuczh	1997.7198230497875	0
xhcqup	hexieyouai	1996.9249300242382	59.95810724950087
up9up	UCanUUp	1994.5744898749033	90.51351739883586
kaizyn	Kaizyn	1990.258982944724	75.75315432901499
chsqaq	chsqaq	1984.9585661076912	-83.79945883395209
ningwei	宁伟	1982.8299851739469	0
mushroomlin	MushroomLin	1981.8991557412724	0
acepted	Accepted	1981.8175863494564	90.56591092428283
a-ruo	阿若	1980.1974263091445	0
perfectpan	PerfectPan	1975.2500758090227	0
jiang-hai-ji-yu-sheng	江海寄余生	1974.07572967271	0
wqhlm-2	wqhlm	1972.9602914280892	0
user7612p	Love of red moon	1971.8495973698043	-88.17475009606522
coordinate	coordinate	1964.5441485990423	-36.39870132530309
qinggniq	WangCong	1962.5642776913699	-19.29031041763057
lisanaaa	Lisanaaa	1956.9797045050186	0
xlj0826	xlj0826	1953.5652674236628	3.0854898500764936
lavender730	lavender730	1950.7542117193705	0
ben-54	天青色等烟雨	1946.9848248992107	0
haku-less	HaKu	1946.7244274914422	68.46879978229691
peterzpy	peterzpy	1943.1638849990354	0
arco	Arco	1938.2626104383082	0
hlxing	hlxing	1938.0613524811022	0
gracious	gracious	1937.0754277032177	-74.78058042947845
laekov_prc	laekov	1932.364789165721	0
ljian	Jian	1926.5221345798534	0
mchilly	McHilly	1921.9855916054596	0
percy	ban peng	1920.5246301104194	0
kun368	Zhengkun Zhang	1919.3246551730388	0
cxhscst2	ckhash	1910.9543670631076	0
temle	temle	1910.8784249500413	0
zi-zheng	子正	1907.213541519145	-46.234424245405826
liuenci	cier	1903.7736209170025	0
miaopass	miaopass	1899.298551999411	0
shihongliang	假人造革	1898.615451282261	104.79437599147838
ryenxx	算法花园	1895.9829882283234	0
emanon-2	Emanon	1894.3500038568436	-51.07499658310446
wengames	wengames	1886.8940207737412	-21.728423500001846
HbXImLIFlH	<!--	1883.214657881038	78.10199939270132
minori	Minori	1882.3194210024483	146.58407627129083
mysdb	MYSDB	1881.1938904533113	0
catnipan	塔希洛岛主	1880.7969515457607	119.04189572797844
hnshhslsh	hnshhslsh	1878.3805288570238	0
zoucharming	ZouCharming	1876.8849994410934	8.475267832645777
laiyao1	laiyao1	1874.6290397637247	0
stonehank	stonehank	1874.3604714346404	-34.92768416090127
yoyoyo-3	yoyoyo	1873.308708839218	-12.633201565478833
tangyao0792	Yao Tang	1868.9993050733146	0
jia-zhou-hai-shi	加州海狮	1864.8742651033235	0
im0qianqian	千千	1857.7036254280713	0
613	613	1857.0492604217714	0
chang-you-ren	chang-you-ren	1855.0625817689004	74.9209055048388
sortmin	Wang Wenyu	1854.0325167989506	0
mon3ter	Eyjafjalla	1851.2617998407513	82.86280743298772
tarma	tarma	1850.3950398703387	37.314357403400486
resara	resara	1848.6158001283982	0
shunda	shunda	1848.328948938808	-22.631631665068717
1033020837	Peter	1845.41808029661	0
qq547276542	DASEason	1845.125043363512	0
neomao	neo猫	1842.578507217872	0
xdo	Lingo	1841.3868771380828	12.839310135656369
afunya	阿方	1839.9788158043461	0
ln19922	ln19922	1839.6235715276257	-45.485754253886576
idk	IDK	1839.2796800870906	55.56406718664874
stupidg	stupidG	1839.2271390099559	139.4447982637834
o0o0o0o0o0	IIIIIIIIIII	1837.8242573501834	-34.33430007644433
taoyouh	TaoyouH	1835.5306730560976	0
glen-3	Glen	1835.4401477663523	0
smoon1989	刘岳	1835.281662104861	0
saki7180	孙一鸣	1834.613189833403	0
isaiah	Long Qian	1834.4143042982412	0
heltion	何逊	1832.4319498385169	0
jiayangwu	Celia	1830.3484863269118	41.90826094682739
ghost-37	ghost	1828.8357782037472	0
asd112	asd112	1827.6505609545663	0
ghouyl-2	ghouyl	1827.1143008188003	41.8060864549389
primede-shi-jie	Kotow	1824.8164056125518	0
mao1112	太阳家的猫	1824.002480266357	-49.91673299261772
liaohong-xd-huawei	HongLiao	1823.3426732353398	0
shcs1375	shcs1375	1821.6806819290964	0
time-limit	自在飞花	1820.2485329868687	0
feng-huo-zhi-zhong-ran	烽火之重燃	1818.451058533687	0
zhui-feng-hun-zi	追风混子	1817.222411826025	19.402625447713994
henry-niu	Henry-Niu	1815.5143890801194	0
stormsunshine	Storm	1814.3420115213275	-55.414634247588374
withod0	Withod	1813.6851879539824	19.719979319756753
zaq1xsw2tktk-2	zaq1xsw2tktk	1813.0030354075345	0
12snoopyer	12snoopyer	1812.7934158375351	26.770071436204198
zintrulcre	Zhengyu Chen	1810.1609693107757	0
asurudo	Asurudo Jyo	1809.8108463188298	37.37044095490938
jfantasy	JFantasy	1808.9215203640267	-34.579013090287454
superj	SuperJ	1808.702199771802	-32.54327249806301
26407166	26407166	1807.553476686344	0
jinke2017	Jinke2017	1806.1584622552664	61.767065018472806
gaaakki	Gaaakki	1805.1685113830079	52.40630589073151
xiaohejun	BOXXHE	1804.342140307831	0
chaomyth	chaomyth	1804.2548273704217	0
wifiii	wifiii	1804.2341330567933	0
justfun	天天搁那儿扯犊子	1802.7171569664567	45.7661203072825
inszva-2	InsZVA	1799.6526136368695	299.6526136368696
klea	KLEA123	1797.3873775010786	60.749099772660486
goddice	God Play Dice 🎲🎲🎲🎲	1794.0985612206896	0
9lie	9lie	1792.6968049028474	0
hetao	核桃	1792.0062787923846	-80.46835151864542
hum	hum	1789.978160252441	2.4279970212981485
flyinglu	FlyingLu	1789.4863973729618	0
duyy	duyy	1789.2279594517117	104.68179782202748
yifa	BK233	1789.139266169715	47.22874110402409
jinbozi	JinBoZi	1788.9972725113628	54.565874762376495
wanyan	如寒灬	1788.617986797259	0
xytjcxy	Thinking first	1786.6719902063921	0
muliunian	流年似水 岁月成灰	1785.869422655574	0
caorui	Fighter	1784.6749231285619	127.06714414517745
chengkande	chengkande	1784.201861458834	0
litian	Li Tian	1777.63621595817	24.54315131556921
nks5117	nks5117	1777.0425107429287	0
carudy	小昭	1776.768354118187	-4.778206844447885
xia-feng-zhi-yu	夏风之羽	1774.7347474828518	0
fanzhh	fanzhh	1773.149036062275	71.45644121146432
hitsyq	HITSYq	1769.4322549884932	-26.874927714754172
dddinary	我不会C++	1769.118673613437	57.133423660302185
silmue	silmue	1768.8596823347457	0
