id	name	rating	delta	rank	competes
johnkram	汪乐平	3085.518229449539	0.0	0	32
endlesscheng	灵茶山艾府	2998.466646789319	0.0	0	42
py-is-best-lang	PyIsBestLang	2948.3661042751	0.0	0	42
tiger2005	tiger2005	2948.194052167716	0.0	0	30
yawn_sean	小羊肖恩	2947.241626854897	0.0	0	18
moransky	空	2935.160142159841	135.1387870625273	1	9
hongrock	Hongrock	2925.81974950423	49.57754971813842	3	40
icepeach	冰心水蜜桃	2831.617589303618	0.0	0	17
cjycleaner	Relaxed Visvesvaraya	2830.619568232031	-12.34719900966211	10	10
oldyan	oldyan	2818.705974426897	0.0	0	38
arignote	arignote	2815.695080545849	0.0	0	44
qingczha	张晴川	2809.742099363983	120.8203798583858	2	51
heltion	何逊	2808.392382447144	0.0	0	9
rui_er	rui_er	2770.157492758993	48.32198646337583	6	17
liouzhou_101	liouzhou_101	2742.742565724023	0.0	0	56
tian-tang-6	天塘	2724.8077792435	0.0	0	25
skyflaming	sky	2724.387902462484	0.0	0	12
cuiaoxiang	Aoxiang Cui	2716.124598890554	-33.01999966818567	21	42
yaobig-2	YaoBIG	2715.499711526364	0.0	0	18
ujimatsu_chiya	Ujimatsu_Chiya	2702.079305284055	-42.55622606168668	25	56
w285714	w285714	2696.1570820461	6.461107176268975	14	57
tsreaper	TsReaper	2669.238915411871	61.32286381049784	8	56
milesian-c	Milesian	2638.33450669953	0.0	0	54
ji-gong	技工	2637.874230613339	0.0	0	22
paigulong	RUSH_D_CAT	2637.605639652435	0.0	0	37
infallible-i3anach5b9	雪景式	2637.119322864764	-17.8050336423949	24	49
xuxiaohu	长夜	2629.295310718338	0.0	0	24
lucifer1006	牧瀬 紅莉栖	2621.286273664272	117.4488255580965	5	39
panyuchao	冰心水蜜桃	2619.609320132588	0.0	0	8
huangxw	百万少女的梦	2618.616857856658	0.0	0	11
lucifer1007	凤凰院凶真	2608.232040361765	0.0	0	17
aging	Aging	2594.867164278432	0.0	0	8
cksp	lucas110550	2591.551056225446	0.0	0	34
pku_erutan	pku_erutan	2581.173848255247	-50.52217903287856	44	40
sysulby	Beiyu Li	2573.147812207976	-3.027472985607169	26	54
meyi	支持力扣灵活rejudge	2563.166062768522	0.0	0	44
algorithm-lover	GoIsBestLang	2559.170825671004	0.0	0	7
megurine	5cm/s 🌸	2546.757168829099	0.0	0	23
vibrant-mayerhct	Vibrant MayerHCt	2537.612884273859	-43.89506505148989	48	46
lddlinan	82年的muggle	2522.603182086724	0.0	0	47
lichen-7i	zlc1114	2521.960202608429	0.0	0	39
minori	Minori	2517.295460584869	0.0	0	22
fanzhh	fanzhh	2515.939958786328	0.0	0	19
agitated-dubinskypg9	chen_zexing	2515.318235329441	0.0	0	11
rgb234rgb	rgb234rgb	2514.469845503894	27.64619371847488	23	36
